original,generated
Q.8年についてどう思う？ A.,Q.8年についてどう思う？ A.正直さもう8年飼ってるとさ新鮮な気持ちはないじゃんいて当たり前だからちょろちょろちょろちょろお腹の上でちょろちょろイースちゃん鼻行ってくんな鼻
Q.ショットモザンビークについてどう思う？ A.,Q.ショットモザンビークについてどう思う？ A.あのレイスだから ショットモザンビークを発見使っちゃダメとかじゃねーんだよ
Q.毒についてどう思う？ A.,Q.毒についてどう思う？ A.ほんとそうなのヒカルとマスオはもう分かりやすく毒なのね
Q.50時間についてどう思う？ A.,Q.50時間についてどう思う？ A.多分100時間はかかんないけど50時間は絶対かかる。
Q.人についてどう思う？ A.,Q.人についてどう思う？ A.乗れよ!って言われて、来さらずまで連れ回された人なんだよ!
Q.権利についてどう思う？ A.,Q.権利についてどう思う？ A.カトジにバロやらせる権利ってどうなったら押してみていい?
Q.学生側についてどう思う？ A.,Q.学生側についてどう思う？ A.さっきの中学の野球のコーチのものですが、学生側は練習がしたいと言ってます。
Q.ジュピコミックについてどう思う？ A.,Q.ジュピコミックについてどう思う？ A.ジュピコミックだと長いからジュピちゃんって呼んだらしい。
Q.有生遺伝についてどう思う？ A.,Q.有生遺伝についてどう思う？ A.ずーっとキスしてんのね8時のマガタマみたいな最初マルオとめっちゃ喧嘩してたけど虎柄は有生遺伝だから片親が虎柄だと大抵出るんだ
Q.辺についてどう思う？ A.,Q.辺についてどう思う？ A.講師としてだよ講師としてねクソ厳しいよ俺は手出るかもしんない目黒の寄生虫博物館その辺だったらさ行けんじゃねーの
Q.スパチャ解禁についてどう思う？ A.,Q.スパチャ解禁についてどう思う？ A.そのキメライブのVはスパチャ解禁しますか?
Q.悲壮感についてどう思う？ A.,Q.悲壮感についてどう思う？ A.まあ別にでもそんなにま、まってまったく悲壮感はない。
Q.カード欲についてどう思う？ A.,Q.カード欲についてどう思う？ A.すごいカード欲が強くていいカードっていうかこれ抜けるぞみたいな。
Q.一度についてどう思う？ A.,Q.一度についてどう思う？ A.せいじんしきは人生に一度しかないのでのはてにいきましょう。
Q.史実通りについてどう思う？ A.,Q.史実通りについてどう思う？ A.そこを史実通りに作るかどうかだな七橋陰沙
Q.56についてどう思う？ A.,Q.56についてどう思う？ A.そのまんま流すわダイエットはそこはかとなくしてるそろそろエズレリングネタバレしてでも2日でできないってなったらどうしよっかな計算狂ったな56にやる予定だったのどうしよう
Q.配信についてどう思う？ A.,Q.配信についてどう思う？ A.動画では休んだらワコン休んだらワコンという意思があるけど配信上どうなの?
Q.チャンネルポイントについてどう思う？ A.,Q.チャンネルポイントについてどう思う？ A.俺あ、これか視聴者がチャンネルポイントを出しあって大きい報酬を得られます
Q.メガトンマンコについてどう思う？ A.,Q.メガトンマンコについてどう思う？ A.今俺15位ぐらいだったのにマガトンメガトンマンコちゃんが1位2位はミミキップミキップが2位3位がガリガリクサーサイさあ1位は依然としてメガトンマンコちゃんおーっと
Q.脳みそについてどう思う？ A.,Q.脳みそについてどう思う？ A.何インスクリプションってこれ何カードゲームなんかさあれが欲しいあんま脳みそ使わないでできるやつ
Q.顔についてどう思う？ A.,Q.顔についてどう思う？ A.弱そうこういう顔にちゃんとでもこうやって振り向いたりするのwww
Q.やつビビビビビについてどう思う？ A.,Q.やつビビビビビについてどう思う？ A.ゴリラ出てんでキリンとかカバでキリンいて室内にいるなんか哪カバとか一番世界でキッタネェカバうんこドリルうんこするやつビビビビビ
Q.神経障害についてどう思う？ A.,Q.神経障害についてどう思う？ A.昔音ゲーやりすぎて指麻痺したときによく飲んでた真っ白神経障害とか。
Q.1グランプリについてどう思う？ A.,Q.1グランプリについてどう思う？ A.でも一人で見た方が面白いよ、M-1グランプリって、多分。
Q.判定についてどう思う？ A.,Q.判定についてどう思う？ A.いや何が強いってさ出血の判定が2個あるからバンバン!
Q.レオダーバンについてどう思う？ A.,Q.レオダーバンについてどう思う？ A.俺が一番レオダーバンを意識してるからねいた?
Q.方についてどう思う？ A.,Q.方についてどう思う？ A.弱腰よりそれぐらいの方がでも。
Q.ヌーンアニソンについてどう思う？ A.,Q.ヌーンアニソンについてどう思う？ A.結構歌ってんだアニソン結構歌ってるヌーンアニソン結構歌ってるんだね
Q.10年についてどう思う？ A.,Q.10年についてどう思う？ A.ここ10年で付き合った女の人の中で一番早かったもん
Q.1億円についてどう思う？ A.,Q.1億円についてどう思う？ A.ちなみにパンダは1頭1億円だぞ嫌な大人になってしまった1億円で買えるんだと思ってた当時もっと高くなかった10億とかしなかった1億円で買えるの結構控えるとこだったじゃん
Q.みんなについてどう思う？ A.,Q.みんなについてどう思う？ A.どうしようみんな俺作っちゃったんだよね
Q.ゲーについてどう思う？ A.,Q.ゲーについてどう思う？ A.詰みゲー多くないインスクリプション俺カトだけどなんだあれこれ
Q.今についてどう思う？ A.,Q.今についてどう思う？ A.今言ってたよね行かないでってリベストあるぞ
Q.髭ボボについてどう思う？ A.,Q.髭ボボについてどう思う？ A.俺こういう感じで行ったからフジテレビに送って行った髪ボサボサで髭ボボでそろそろこいつ喋れそうじゃね
Q.15億についてどう思う？ A.,Q.15億についてどう思う？ A.本当は15億なんてさ、少ないけど、俺が我慢することでみんなが幸せになれるんだったら我慢するよ。
Q.みんなチャーハンについてどう思う？ A.,Q.みんなチャーハンについてどう思う？ A.みんなチャーハン食べようぜ版 母のことなんで寝る俺版て呼んでる
Q.猫についてどう思う？ A.,Q.猫についてどう思う？ A.猫飼うのはバカただ家の中が毛だらけになって汚くなるだけまぁそうだな返すこともない
Q.比較についてどう思う？ A.,Q.比較についてどう思う？ A.マジマジマジマジ強がってるだけで俺ってなんか性格が向いてるというか比較的将来の不安
Q.正直についてどう思う？ A.,Q.正直についてどう思う？ A.もう見守るしかねえや正直ええそうなの何がねえサワヤンの名前はトカチョフサワそうなんだサワヤンじゃねえんだよ
Q.実況についてどう思う？ A.,Q.実況についてどう思う？ A.加藤純一として実況できるかって言われたら、できなくなるから寝るの。
