original,generated
Q.パワーばか野郎についてどう思う？ A.,Q.パワーばか野郎についてどう思う？ A.これやれこれやれこれ絶対絶対絶対絶対絶対だっ がーがーがーん シャア久々に据えそうだぜ勝利の3つを味をよくたばれデータらぼっちや1161いけるさあパワーばか野郎であらせるハードパンチャーと スピードバカで
Q.94万についてどう思う？ A.,Q.94万についてどう思う？ A.そりゃちょっと可哀想だな負けたのは知ってるけど菊池雄貴先生調べてみよう菊池雄貴のツイッターあでも94万人フォロワーいるじゃん100日後に死ぬまで2出して欲しいわ思い切ってここでね
Q.応援テーマについてどう思う？ A.,Q.応援テーマについてどう思う？ A.もう1個が前川の半身の三本打ちの前川の応援テーマあれをどうしても生で聞きたくて行ってきました
Q.馬鹿についてどう思う？ A.,Q.馬鹿についてどう思う？ A.ショーをしてくるゴミしかいなくて本当に馬鹿らしくなってきたんだけどなんか俺さ
Q.大谷についてどう思う？ A.,Q.大谷についてどう思う？ A.さあ大谷投げるんでしょうかちょっとここ一服入れますかいやいいピッチャーだねセファットファリード行きますか
Q.ジジイババについてどう思う？ A.,Q.ジジイババについてどう思う？ A.俺ジジイババ好きだったからさ、幸い向いてはいたんだよね。
Q.30万についてどう思う？ A.,Q.30万についてどう思う？ A.なんで俺のプライベート知ってんだ行ったんだよ30万
Q.友達いっぱいについてどう思う？ A.,Q.友達いっぱいについてどう思う？ A.めっちゃモテるよ可愛い女の人だよ可愛い女の友達いっぱいない?
Q.配信についてどう思う？ A.,Q.配信についてどう思う？ A.絵かぶりたくないときは生身で配信してもいいですか 同じチャンネルで配信していいよ
Q.マリオについてどう思う？ A.,Q.マリオについてどう思う？ A.よくその話しながらマリオしてたと思う。
Q.ホロ3時についてどう思う？ A.,Q.ホロ3時についてどう思う？ A.ホロライブはホロジュールってのが管理している エジニアれはホロ3時はカトジュールカットフォームで管理しようかな
Q.今人生についてどう思う？ A.,Q.今人生についてどう思う？ A.俺は今人生に満足してるのかみたいな考えたことなかった最近お菓子食わなくなったな長い頃は好きだったけどね歳とるにつれ食べなくなるよね
Q.煙についてどう思う？ A.,Q.煙についてどう思う？ A.体に悪いじゃん どうすんのこの煙が俺の体の中残ってたら嫌でしょ
Q.こと一回についてどう思う？ A.,Q.こと一回についてどう思う？ A.ちなみに俺浮気とかするけどあのー別にいいよなーなんて言ったこと一回もない完全にこっちが悪いことしてるから逆切れするって言ってるじゃん
Q.タブシルバーについてどう思う？ A.,Q.タブシルバーについてどう思う？ A.応募者全員にサービスしてたらうちも潰れちゃうんでお前認定生タブシルバーちょっと一緒にしやるかってよっちゃん何してんだよ
Q.本当についてどう思う？ A.,Q.本当についてどう思う？ A.ちょっと心配なんだけどちょっと、ちょっと待って本当に大丈夫?
Q.次についてどう思う？ A.,Q.次についてどう思う？ A.次のステップ行った方がいいと思うんだよね
Q.ファイトについてどう思う？ A.,Q.ファイトについてどう思う？ A.俺にファイトを捨てろと言ってるんだ
Q.役についてどう思う？ A.,Q.役についてどう思う？ A.何それの役を俺にやらせて大谷にボール渡す役俺だってやりたい子供ばっかりずるい
Q.方についてどう思う？ A.,Q.方についてどう思う？ A.確かにそういうの使った方がいいのかなぁでスタミナ上げていいよね
Q.金についてどう思う？ A.,Q.金についてどう思う？ A.お金それにドン今度は一体どんなことに巻き込まれたんだよ
Q.絶対についてどう思う？ A.,Q.絶対についてどう思う？ A.これ難しい絶対決まるこれ完璧入る入んねえんだくそ
Q.人間についてどう思う？ A.,Q.人間についてどう思う？ A.でも人間って落ち込んでるときって当たり前のことってできないじゃん。
Q.1日間についてどう思う？ A.,Q.1日間についてどう思う？ A.タバコのせいかな1日間違えちゃうんだよね
Q.登録についてどう思う？ A.,Q.登録についてどう思う？ A.即座に登録ん何だよかつあげしに来いよ
Q.直接についてどう思う？ A.,Q.直接についてどう思う？ A.直接なことをしなければいいなぜ嫁と直接的にするのは特別でしょうと発言するガチ?
Q.スモールベースボールについてどう思う？ A.,Q.スモールベースボールについてどう思う？ A.いやでも日本ももうガタいいじゃんもうスモールベースボールは過去の話だよな
Q.入団会見についてどう思う？ A.,Q.入団会見についてどう思う？ A.フィジカルかなやっぱ吉田は入団会見でマイネームイズマサタカ
Q.満足についてどう思う？ A.,Q.満足についてどう思う？ A.人生に満足してるんですか考えたこともないわ
Q.コチカメについてどう思う？ A.,Q.コチカメについてどう思う？ A.中川って呼ぶんだ俺コチカメのあいつかと思っちゃった
Q.何年前についてどう思う？ A.,Q.何年前についてどう思う？ A.俺がいたのって何年前だ?
Q.一点リードについてどう思う？ A.,Q.一点リードについてどう思う？ A.今のあーうまじゃあ次入れば一点リード
Q.機銃停止処分についてどう思う？ A.,Q.機銃停止処分についてどう思う？ A.JRAの新人ジョッキーが調整ルームでスマホいじって機銃停止処分を受けました
Q.15年についてどう思う？ A.,Q.15年についてどう思う？ A.ドンキのさ有名なとこじゃない15年くらい前に俺も一回行ったわその時肌真っ黒でさ
Q.カイランバ3ヶ月についてどう思う？ A.,Q.カイランバ3ヶ月についてどう思う？ A.俺の友達がカイランバ3ヶ月戻らなかったらタイマー育ってる警察めっちゃ来たからマジ気を付ける明日回すありがとう
Q.動画についてどう思う？ A.,Q.動画についてどう思う？ A.いやいや今お前、それ悲しい動画見たいんだよ
Q.別居婚についてどう思う？ A.,Q.別居婚についてどう思う？ A.意外だね今キュンとした意外と中川って呼ぶわ別居婚したいってあなたの経済力と財産が目当てですって言ってるのにいや違うなんかあるんだよない?
Q.ゲッツ狙いについてどう思う？ A.,Q.ゲッツ狙いについてどう思う？ A.そうそう ゲッツ狙いてか一つでいいよ
Q.アルティメットについてどう思う？ A.,Q.アルティメットについてどう思う？ A.かん今のは俺褒めてほしいアルティメットをチャージしよう俺に殺しするなクソオーバーピーか11やべえ死ぬ方が下手になってるいけパンティ
